Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Conference name,Document Type
Pernot P.; Huang B.; Savin A.,Impact of non-normal error distributions on the benchmarking and ranking of quantum machine learning models,2020,Machine Learning: Science and Technology,16,10.1088/2632-2153/aba184,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096835610&doi=10.1088%2f2632-2153%2faba184&partnerID=40&md5=efca11a01b6db7cef2efe48b2f76ba27,"Quantum machine learning models have been gaining significant traction within atomistic simulation communities. Conventionally, relative model performances are being assessed and compared using learning curves (prediction error vs. training set size). This article illustrates the limitations of using the Mean Absolute Error (MAE) for benchmarking, which is particularly relevant in the case of non-normal error distributions. We analyze more specifically the prediction error distribution of the kernel ridge regression with SLATM representation and L2distance metric (KRR-SLATM-L2) for effective atomization energies of QM7b molecules calculated at the level of theory CCSD(T)/cc-pVDZ. Error distributions of HF and MP2 at the same basis set referenced to CCSD(T) values were also assessed and compared to the KRR model. We show that the true performance of the KRR-SLATM-L2 method over the QM7b dataset is poorly assessed by the Mean Absolute Error, and can be notably improved after adaptation of the learning set. © 2020 IOP. All rights reserved.",Benchmarking; Error analysis; Statistics,Benchmarking; Machine learning; Regression analysis; Atomistic simulations; Atomization energies; Error distributions; Kernel ridge regressions; Mean absolute error; Model performance; Prediction errors; Quantum machines; Errors,,Article
Darwish S.M.; Shendi T.A.; Younes A.,Chemometrics approach for the prediction of chemical compounds’ toxicity degree based on quantum inspired optimization with applications in drug discovery,2019,Chemometrics and Intelligent Laboratory Systems,4,10.1016/j.chemolab.2019.103826,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071617952&doi=10.1016%2fj.chemolab.2019.103826&partnerID=40&md5=5f929532fa432f6553a65a106a758a66,"Chemometrics, the application of mathematical and statistical methods to the analysis of chemical data, is finding ever widening applications in the chemical process environment. The reliable prediction of toxic effects of chemicals in living systems is highly desirable in domains such as cosmetics, drug discovery, food safety, and the manufacturing of chemical compounds. Toxicity prediction requires several new approaches for knowledge discovery from data to paradigm composite associations between the modules of the chemical compound; the computational demands of such techniques increase greatly with the number of chemical compounds involved. State-of-the-art prediction methods such as neural networks and multi-layer regression require either tuning parameters or complex transformations of predictor or outcome variables and do not achieve highly accurate results. This paper proposes a Quantum Inspired Genetic Programming “QIGP” model to improve prediction accuracy. Genetic Programming is utilized to give a linear equation for calculating the degree of toxicity more accurately. Quantum computing is employed to improve the selection of the best-of-run individuals and handles parsimony pressure to reduce the complexity of solutions. The results of the internal validation analysis indicated that the QIGP model has better goodness of fit statistics then, and significantly outperforms, the Neural Network model. © 2019 Elsevier B.V.",Chemometrics; Genetic programming; Prediction model; Quantum computing,chemical compound; algorithm; Article; artificial neural network; calculation; chemical parameters; chemometrics; controlled study; data analysis; drug development; intermethod comparison; internal validity; mathematical analysis; mathematical parameters; measurement accuracy; prediction; priority journal; quantum chemistry; quantum computing; statistical analysis; toxicity,,Article
Cochrane C.J.; Lenahan P.M.,Real time exponentially weighted recursive least squares adaptive signal averaging for enhancing the sensitivity of continuous wave magnetic resonance,2008,Journal of Magnetic Resonance,11,10.1016/j.jmr.2008.08.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53549115333&doi=10.1016%2fj.jmr.2008.08.004&partnerID=40&md5=190153539d3532231a9841994caecebe,This study involves the use of adaptive signal processing techniques to improve the sensitivity of continuous wave electrically detected magnetic resonance. The approach should be of widespread utility in continuous wave magnetic resonance experiments of all kinds. We utilize adaptive signal averaging to expedite the averaging process usually performed in magnetic resonance experiments. We were capable of reducing the noise variance in a single trace by a factor of 11.3 which is equivalent to reduction in time by the same factor. This factor can be quite significant especially when signal averaging must be performed over the span of many hours to days. This technique may also be tailored to conventional electron spin resonance experiments and other techniques where signal averaging is utilized. The approach may offer promise in the eventual development of spin based quantum computing. © 2008 Elsevier Inc. All rights reserved.,Electrically detected magnetic resonance; Semiconductor reliability; Signal averaging; Signal processing; Signal to noise,"Algorithms; Computer Systems; Data Interpretation, Statistical; Least-Squares Analysis; Magnetic Resonance Spectroscopy; Reproducibility of Results; Sensitivity and Specificity; Atoms; Curve fitting; Experiments; Least squares approximations; Magnetic materials; Magnetic resonance; Quantum computers; Signal processing; Spin dynamics; algorithm; article; computer system; nuclear magnetic resonance spectroscopy; regression analysis; reproducibility; sensitivity and specificity; statistical analysis; Electrically detected magnetic resonance; Semiconductor reliability; Signal averaging; Signal to noise; Resonance",,Article
Lee C.-W.; Lin B.-Y.,Applications of the chaotic quantum genetic algorithm with support vector regression in load forecasting,2017,Energies,17,10.3390/en10111832,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034952530&doi=10.3390%2fen10111832&partnerID=40&md5=a53e7a71768e8080214adac5d728aadf,"Accurate electricity forecasting is still the critical issue in many energy management fields. The applications of hybrid novel algorithms with support vector regression (SVR) models to overcome the premature convergence problem and improve forecasting accuracy levels also deserve to be widely explored. This paper applies chaotic function and quantum computing concepts to address the embedded drawbacks including crossover and mutation operations of genetic algorithms. Then, this paper proposes a novel electricity load forecasting model by hybridizing chaotic function and quantum computing with GA in an SVR model (named SVRCQGA) to achieve more satisfactory forecasting accuracy levels. Experimental examples demonstrate that the proposed SVRCQGA model is superior to other competitive models. © 2017 by the authors; licensee MDPI, Basel, Switzerland.",Chaotic mapping function; Electricity demand forecasting; Quantum genetic algorithm (QGA); Support vector regression (SVR),Electric power plant loads; Genetic algorithms; Quantum computers; Regression analysis; Chaotic mapping; Chaotic quantum genetic algorithms; Crossover and mutation; Electricity demand forecasting; Electricity load forecasting; Pre-mature convergences; Quantum genetic algorithm; Support vector regression (SVR); Forecasting,,Article
Koza J.R.,Human-competitive results produced by genetic programming,2010,Genetic Programming and Evolvable Machines,238,10.1007/s10710-010-9112-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954956281&doi=10.1007%2fs10710-010-9112-3&partnerID=40&md5=e0495b7e43ad5c80e88084296ed7cf12,"Genetic programming has now been used to produce at least 76 instances of results that are competitive with human-produced results. These human-competitive results come from a wide variety of fields, including quantum computing circuits, analog electrical circuits, antennas, mechanical systems, controllers, game playing, finite algebras, photonic systems, image recognition, optical lens systems, mathematical algorithms, cellular automata rules, bioinformatics, sorting networks, robotics, assembly code generation, software repair, scheduling, communication protocols, symbolic regression, reverse engineering, and empirical model discovery. This paper observes that, despite considerable variation in the techniques employed by the various researchers and research groups that produced these human-competitive results, many of the results share several common features. Many of the results were achieved by using a developmental process and by using native representations regularly used by engineers in the fields involved. The best individual in the initial generation of the run of genetic programming often contains only a small number of operative parts. Most of the results that duplicated the functionality of previously issued patents were novel solutions, not infringing solutions. In addition, the production of human-competitive results, as well as the increased intricacy of the results, are broadly correlated to increased availability of computing power tracked by Moore's law. The paper ends by predicting that the increased availability of computing power (through both parallel computing and Moore's law) should result in the production, in the future, of an increasing flow of human-competitive results, as well as more intricate and impressive results. © Springer Science+Business Media, LLC 2010.",Automated design; Developmental genetic programming; Genetic programming; Human-competitive results; Moore's law; Parallel computing; Patented inventions,Analog circuits; Bioinformatics; Cellular automata; Communication; Game theory; Image communication systems; Image recognition; Lens antennas; Network protocols; Networks (circuits); Optical communication; Parallel architectures; Parallel flow; Patents and inventions; Pattern recognition systems; Quantum computers; Reengineering; Reverse engineering; Automated design; Developmental genetic programming; Moore's Law; Parallel Computing; Patented invention; Genetic programming,,Article
Zaspel P.; Huang B.; Harbrecht H.; Von Lilienfeld O.A.,Boosting Quantum Machine Learning Models with a Multilevel Combination Technique: Pople Diagrams Revisited,2019,Journal of Chemical Theory and Computation,65,10.1021/acs.jctc.8b00832,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061928298&doi=10.1021%2facs.jctc.8b00832&partnerID=40&md5=60f1e0ed34211cc55ca9abfc3c83d2af,"                             Inspired by Pople diagrams popular in quantum chemistry, we introduce a hierarchical scheme, based on the multilevel combination (C) technique, to combine various levels of approximations made when molecular energies are calculated. When combined with quantum machine learning (QML) models, the resulting CQML model is a generalized unified recursive kernel ridge regression that exploits correlations implicitly encoded in training data composed of multiple levels in multiple dimensions. Here, we have investigated up to three dimensions: chemical space, basis set, and electron correlation treatment. Numerical results have been obtained for atomization energies of a set of ∼7000 organic molecules with up to 7 atoms (not counting hydrogens) containing CHONFClS, as well as for ∼6000 constitutional isomers of C                             7                             H                             10                             O                             2                             . CQML learning curves for atomization energies suggest a dramatic reduction in necessary training samples calculated with the most accurate and costly method. In order to generate millisecond estimates of CCSD(T)/cc-pvdz atomization energies with prediction errors reaching chemical accuracy (∼1 kcal/mol), the CQML model requires only ∼100 training instances at CCSD(T)/cc-pvdz level, rather than thousands within conventional QML, while more training molecules are required at lower levels. Our results suggest a possibly favorable trade-off between various hierarchical approximations whose computational cost scales differently with electron number.                          © 2018 American Chemical Society.",,,,Article
Das S.; Siopsis G.; Weedbrook C.,Continuous-variable quantum Gaussian process regression and quantum singular value decomposition of nonsparse low-rank matrices,2018,Physical Review A,16,10.1103/PhysRevA.97.022315,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042116566&doi=10.1103%2fPhysRevA.97.022315&partnerID=40&md5=f1990819cd50742ad1f57264b4c230b6,"With the significant advancement in quantum computation during the past couple of decades, the exploration of machine-learning subroutines using quantum strategies has become increasingly popular. Gaussian process regression is a widely used technique in supervised classical machine learning. Here we introduce an algorithm for Gaussian process regression using continuous-variable quantum systems that can be realized with technology based on photonic quantum computers under certain assumptions regarding distribution of data and availability of efficient quantum access. Our algorithm shows that by using a continuous-variable quantum computer a dramatic speedup in computing Gaussian process regression can be achieved, i.e., the possibility of exponentially reducing the time to compute. Furthermore, our results also include a continuous-variable quantum-assisted singular value decomposition method of nonsparse low rank matrices and forms an important subroutine in our Gaussian process regression algorithm. © 2018 American Physical Society.",,Artificial intelligence; Gaussian distribution; Gaussian noise (electronic); Learning systems; Matrix algebra; Quantum computers; Quantum optics; Regression analysis; Subroutines; Continuous variables; Gaussian process regression; Low-rank matrices; Quantum system; Singular value decomposition method; Technology-based; Singular value decomposition,,Article
Willsch D.; Willsch M.; De Raedt H.; Michielsen K.,Support vector machines on the D-Wave quantum annealer,2020,Computer Physics Communications,65,10.1016/j.cpc.2019.107006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075444396&doi=10.1016%2fj.cpc.2019.107006&partnerID=40&md5=1f121dd7a0f2d393d8065b1365d7eba5,"Kernel-based support vector machines (SVMs) are supervised machine learning algorithms for classification and regression problems. We introduce a method to train SVMs on a D-Wave 2000Q quantum annealer and study its performance in comparison to SVMs trained on conventional computers. The method is applied to both synthetic data and real data obtained from biology experiments. We find that the quantum annealer produces an ensemble of different solutions that often generalizes better to unseen data than the single global minimum of an SVM trained on a conventional computer, especially in cases where only limited training data is available. For cases with more training data than currently fits on the quantum annealer, we show that a combination of classifiers for subsets of the data almost always produces stronger joint classifiers than the conventional SVM for the same parameters. © 2019 The Author(s)",Classification; Kernel-based SVM; Machine learning; Quantum annealing; Quantum computation; Support vector machine,Annealing; Learning algorithms; Learning systems; Machine learning; Quantum computers; Supervised learning; Support vector machines; Combination of classifiers; Conventional computers; Kernel-based SVM; Limited training data; Quantum annealing; Regression problem; Supervised machine learning; Support vector machine (SVMs); Classification (of information),,Article
Shakman K.B.; Mazziotti D.A.,Assessing the efficacy of nonsteroidal anti-inflammatory drugs through the quantum computation of molecular ionization energies,2007,Journal of Physical Chemistry A,7,10.1021/jp0725331,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548230496&doi=10.1021%2fjp0725331&partnerID=40&md5=997826152325b06ac14bc2795d31c4e6,"The clinical efficacy of nonsteroidal anti-inflammatory drugs has been related to ionization energies [Mehler and Gerhards, Int. J. Quantum Chem. 1989, 25, 205]. In this paper we employ modern quantum-chemical calculations to re-examine the statistical correlation between clinical efficacy and ionization energies. Ionization energies are computed by density functional theory, with and without Koopman's theorem, for a series of salicylic acids and phenols whose activities, or efficacy, are known. Using a regression analysis, we show that improving the treatment of electron correlation beyond previous studies enhances the statistical correlation between clinical activities and ionization energies. © 2007 American Chemical Society.",,Correlation methods; Ionization potential; Molecular interactions; Phenols; Quantum computers; Regression analysis; Clinical efficacy; Salicylic acids; Statistical correlation; Drug products,,Article
Yamasaki H.; Subramanian S.; Sonoda S.; Koashi M.,Learning with optimized random features: Exponential speedup by quantum machine learning without sparsity and low-rank assumptions,2020,Advances in Neural Information Processing Systems,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106671755&partnerID=40&md5=5b1aadca92526c6e16367cb31984471c,"Kernel methods augmented with random features give scalable algorithms for learning from big data. But it has been computationally hard to sample random features according to a probability distribution that is optimized for the data, so as to minimize the required number of features for achieving the learning to a desired accuracy. Here, we develop a quantum algorithm for sampling from this optimized distribution over features, in runtime O(D) that is linear in the dimension D of the input data. Our algorithm achieves an exponential speedup in D compared to any known classical algorithm for this sampling task. In contrast to existing quantum machine learning algorithms, our algorithm circumvents sparsity and low-rank assumptions and thus has wide applicability. We also show that the sampled features can be combined with regression by stochastic gradient descent to achieve the learning without canceling out our exponential speedup. Our algorithm based on sampling optimized random features leads to an accelerated framework for machine learning that takes advantage of quantum computers. © 2020 Neural information processing systems foundation. All rights reserved.",,Gradient methods; Machine learning; Optimization; Probability distributions; Quantum computers; Quantum theory; Stochastic systems; Input datas; Kernel methods; Optimized distribution; Quantum algorithms; Quantum machines; Random features; Scalable algorithms; Stochastic gradient descent; Learning algorithms,"34th Conference on Neural Information Processing Systems, NeurIPS 2020",Conference paper
,"6th International Conference on Theory and Practice of Natural Computing, TPNC 2017",2017,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041312118&partnerID=40&md5=9249b55b681852777c01ee65cfff0bb1,The proceedings contain 24 papers. The special focus in this conference is on Theory and Practice of Natural Computing. The topics include: An evolutionary algorithm based on graph theory metrics for fuzzy cognitive maps learning; fuzzy petri nets with linear orders for intervals; networks of polarized splicing processors; robust combinatorial circuits in chemical reaction networks; watson-crick partial words; Topological classification of RNA structures via intersection graph; splicing-inspired recognition and composition of musical collectives styles; regularized stacked auto-encoder based pre-training for generalization of multi-layer perceptron; historical markings in neuroevolution of augmenting topologies revisited; a formal framework for composing qualitative models of biological systems; Long-short term memory network for RNA structure profiling super-resolution; hamming distance kernelisation via topological quantum computation; typing quantum superpositions and measurement; heat-bath algorithmic cooling with correlated-qubits relaxation; time-space complexity advantages for quantum computing; a statistical approach to the identification of diploid cellular automata; modelling curvature effects using L-systems: From discrete and deterministic to continuous and stochastic; exploring target change related fitness reduction in the moving point dynamic environment; a smart discovery service in internet of things using swarm intelligence; GPU-accelerated evolutionary induction of regression trees; Bezier curve parameterization methods for solving optimal control problems of SIR model; Learning interval-valued fuzzy cognitive maps with PSO algorithm for abnormal stock return prediction.,,,"6th International Conference on Theory and Practice of Natural Computing, TPNC 2017",Conference review
Zhang D.-B.; Xue Z.-Y.; Zhu S.-L.; Wang Z.D.,Realizing quantum linear regression with auxiliary qumodes,2019,Physical Review A,13,10.1103/PhysRevA.99.012331,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060163892&doi=10.1103%2fPhysRevA.99.012331&partnerID=40&md5=633e36cf37155e4efac102cf38cee6ac,"In order to exploit quantum advantages, quantum algorithms are indispensable for operating machine learning with quantum computers. We here propose an intriguing hybrid approach of quantum information processing for quantum linear regression, which utilizes both discrete and continuous quantum variables, in contrast to existing wisdoms based solely upon discrete qubits. In our framework, data information is encoded in a qubit system, while information processing is tackled using auxiliary continuous qumodes via qubit-qumode interactions. Moreover, it is also elaborated that finite squeezing is quite helpful for efficiently running the quantum algorithms in a realistic setup. Comparing with an all-qubit approach, the present hybrid approach is more efficient and feasible for implementing quantum algorithms, still retaining exponential quantum speed-up. © 2019 American Physical Society.",,Learning systems; Quantum computers; Quantum optics; Data informations; Hybrid approach; Of quantum-information; Quantum algorithms; Quantum variables; Qubit system; Speed up; Quantum efficiency,,Article
Li R.Y.; Di Felice R.; Rohs R.; Lidar D.A.,Quantum annealing versus classical machine learning applied to a simplified computational biology problem,2018,npj Quantum Information,118,10.1038/s41534-018-0060-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050879782&doi=10.1038%2fs41534-018-0060-8&partnerID=40&md5=543784c47736647cf8e496874f7ae06c,"Transcription factors regulate gene expression, but how these proteins recognize and specifically bind to their DNA targets is still debated. Machine learning models are effective means to reveal interaction mechanisms. Here we studied the ability of a quantum machine learning approach to classify and rank binding affinities. Using simplified data sets of a small number of DNA sequences derived from actual binding affinity experiments, we trained a commercially available quantum annealer to classify and rank transcription factor binding. The results were compared to state-of-the-art classical approaches for the same simplified data sets, including simulated annealing, simulated quantum annealing, multiple linear regression, LASSO, and extreme gradient boosting. Despite technological limitations, we find a slight advantage in classification performance and nearly equal ranking performance using the quantum annealer for these fairly small training data sets. Thus, we propose that quantum annealing might be an effective method to implement machine learning for certain computational biology problems. © 2018, The Author(s).",,Annealing; Binding energy; Bioinformatics; Classification (of information); DNA sequences; Learning systems; Linear regression; Quantum theory; Simulated annealing; Transcription; Transcription factors; Classification performance; Computational biology; Interaction mechanisms; Machine learning models; Multiple linear regressions; Ranking performance; Technological limitations; Transcription factor binding; Learning to rank,,Article
Enzer D.G.; Schauer M.M.; Gomez J.J.; Gulley M.S.; Holzscheiter M.H.; Kwiat P.G.; Lamoreaux S.K.; Peterson C.G.; Sandberg V.D.; Tupa D.; White A.G.; Hughes R.J.; James D.F.V.,Observation of power-law scaling for phase transitions in linear trapped ion crystals,2000,Physical Review Letters,63,10.1103/PhysRevLett.85.2466,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034683278&doi=10.1103%2fPhysRevLett.85.2466&partnerID=40&md5=d01735aa7a38a0f5bdc4fa9dac2869d3,We report an experimental confirmation of the power-law relationship between the critical anisotropy parameter and ion number for the linear-to-zigzag phase transition in an ionic crystal. Our experiment uses laser cooled calcium ions confined in a linear radio-frequency trap. Measurements for up to ten ions are in good agreement with theoretical and numeric predictions. Implications on an upper limit to the size of data registers in ion trap quantum computers are discussed. © 2000 The American Physical Society.,,Anisotropy; Calcium; Hole traps; Ions; Laser applications; Phase transitions; Regression analysis; Spectroscopic analysis; Linear trapped ion crystals; Linear-to-zigzag phase transitions; Schiffer linear regressions; Quantum theory,,Article
Li M.-W.; Geng J.; Wang S.; Hong W.-C.,Hybrid chaotic quantum bat algorithm with SVR in electric load forecasting,2017,Energies,34,10.3390/en10122180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040464780&doi=10.3390%2fen10122180&partnerID=40&md5=5cd09c822ba4aa5e1e42aae2c8d11f10,"Hybridizing evolutionary algorithms with a support vector regression (SVR) model to conduct the electric load forecasting has demonstrated the superiorities in forecasting accuracy improvements. The recently proposed bat algorithm (BA), compared with classical GA and PSO algorithm, has greater potential in forecasting accuracy improvements. However, the original BA still suffers from the embedded drawbacks, including trapping in local optima and premature convergence. Hence, to continue exploring possible improvements of the original BA and to receive more appropriate parameters of an SVR model, this paper applies quantum computing mechanism to empower each bat to possess quantum behavior, then, employs the chaotic mapping function to execute the global chaotic disturbance process, to enlarge bat's search space and to make the bat jump out from the local optima when population is over accumulation. This paper presents a novel load forecasting approach, namely SVRCQBA model, by hybridizing the SVR model with the quantum computing mechanism, chaotic mapping function, and BA, to receive higher forecasting accuracy. The numerical results demonstrate that the proposed SVRCQBA model is superior to other alternative models in terms of forecasting accuracy. © 2018 by the authors.",Bat algorithm (ba); Chaos theory; Load forecasting; Quantum behavior; Support vector regression,Chaos theory; Computation theory; Electric power plant loads; Evolutionary algorithms; Forecasting; Mapping; Quantum computers; Bat algorithms; Forecasting accuracy; Load forecasting; Numerical results; Over accumulations; Pre-mature convergences; Quantum behaviors; Support vector regression (SVR); Electric load forecasting,,Article
Bhattacharyya S.; Bhattacharjee S.; Mondal N.K.,A quantum backpropagation multilayer perceptron (QBMLP) for predicting iron adsorption capacity of calcareous soil from aqueous solution,2015,Applied Soft Computing,9,10.1016/j.asoc.2014.11.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917709432&doi=10.1016%2fj.asoc.2014.11.019&partnerID=40&md5=8abfc25d36ad2e2ba74e673190ae9328,"Removal of miscible hazardous materials from aqueous solutions is an alarming problem for the environmental scientists. Several linear and nonlinear regression models like Langmuir, Freundlich, D-R, Tempkin isotherm models are in vogue for determining the adsorbing capacity of standard adsorbents used for this purpose. In this article, we propose a novel quantum inspired backpropagation multilayer perceptron (QBMLP) based on quantum gates (single qubit rotation gates and two qubit controlled-not gates) for the prediction of this adsorption behavior exhibited by calcareous soil oftentimes used in adsorbing miscible iron from aqueous solutions. The backpropagation learning formulae for the proposed QBMLP architecture has also been generalized for multiple number of layers in both field homogeneous and field heterogeneous configurations characterized by three standard activations, viz., sigmoid, tanh and tan 1.5h functions. Applications of the efficiency of the proposed QBMLP over the regression models are demonstrated with regards to the prediction behavior of the adsorption of iron by calcareous soil from an aqueous solution with effect to various characteristic adsorbent parameters. The adsorption process is considered to be a physical one since the activation energy (EA) of ferrous ion adsorption is 9.469 kJ mol-1 due to Arrhenius. Moreover, the thermodynamic parameters of Gibb's free energy (G0), enthalpy (H0) and entropy (S0) values indicate it be spontaneous. Results indicate that QBMLP predicts the adsorption behavior of calcareous soil to a very closer extent thereby obviating the need for further regression/experimental analysis. Comparison with the performance of a similar classical multilayer perceptron (MLP) architecture also reveals the prediction and time efficiency of the proposed QBMLP architecture. © 2014 Elsevier B.V. All rights reserved.",Batch process; Iron removal; Quantum computing; Quantum inspired neural network; Sorption; Thermodynamic parameters,Activation energy; Backpropagation; Batch data processing; Forecasting; Free energy; Iron removal (water treatment); Multilayer neural networks; Multilayers; Network architecture; Qubits; Regression analysis; Soils; Sorption; Activation energies (Ea); Backpropagation learning; Batch process; Environmental scientists; Nonlinear regression models; Quantum Computing; Quantum inspired neural networks; Thermodynamic parameter; Adsorption,,Article
,"ESANN 2020 - Proceedings, 28th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",2020,"ESANN 2020 - Proceedings, 28th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098945393&partnerID=40&md5=7f1cfe511457c2cb5bd0193cea227f15,The proceedings contain 114 papers. The topics discussed include: learning from partially labeled data; a survey of machine learning applied to computer networks; tensor decompositions in deep learning; language processing in the era of deep learning; machine learning in the biopharma industry; quantum machine learning; frontiers in reservoir computing; learning step size adaptation in evolution strategies; random projection in supervised non-stationary environments; model variance for extreme learning machine; on feature selection using anisotropic general regression neural network; mining temporal changes in strengths and weaknesses of cricket players using tensor decomposition; and machine learning framework for control in classical and quantum domains.,,,"28th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning, ESANN 2020",Conference review
Macaluso A.; Clissa L.; Lodi S.; Sartori C.,A variational algorithm for quantum neural networks,2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),13,10.1007/978-3-030-50433-5_45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087276245&doi=10.1007%2f978-3-030-50433-5_45&partnerID=40&md5=3cf66bc3b8a5e23e4630f5ba4c432d0f,"Quantum Computing leverages the laws of quantum mechanics to build computers endowed with tremendous computing power. The field is attracting ever-increasing attention from both academic and private sectors, as testified by the recent demonstration of quantum supremacy in practice. However, the intrinsic restriction to linear operations significantly limits the range of relevant use cases for the application of Quantum Computing. In this work, we introduce a novel variational algorithm for quantum Single Layer Perceptron. Thanks to the universal approximation theorem, and given that the number of hidden neurons scales exponentially with the number of qubits, our framework opens to the possibility of approximating any function on quantum computers. Thus, the proposed approach produces a model with substantial descriptive power, and widens the horizon of potential applications already in the NISQ era, especially the ones related to Quantum Artificial Intelligence. In particular, we design a quantum circuit to perform linear combinations in superposition and discuss adaptations to classification and regression tasks. After this theoretical investigation, we also provide practical implementations using various simulation environments. Finally, we test the proposed algorithm on synthetic data exploiting both simulators and real quantum devices. © Springer Nature Switzerland AG 2020.",Machine Learning; Neural Networks; Quantum AI; Quantum computing; Quantum Machine Learning; Quantum variational algorithms,Quantum optics; Qubits; Linear combinations; Number of hidden neurons; Quantum neural networks; Simulation environment; Single layer perceptron; Theoretical investigations; Universal approximation; Variational algorithms; Computation theory,"20th International Conference on Computational Science, ICCS 2020",Conference paper
Nguyen Q.V.; De S.; Lin J.; Cevher V.,Chemical machine learning with kernels: The impact of loss functions,2019,International Journal of Quantum Chemistry,1,10.1002/qua.25872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061046005&doi=10.1002%2fqua.25872&partnerID=40&md5=f4698af69cfe96e2e9406cc6034899dc,"Machine learning promises to accelerate materials discovery by allowing computational efficient property predictions from a small number of reference calculations. As a result, the literature has spent a considerable effort in designing representations that capture basic physical properties. Our work focuses on the less-studied learning formulations in this context in order to exploit inner structures in the prediction errors. In particular, we propose to directly optimize basic loss functions of the prediction error metrics typically used in the literature, such as the mean absolute error or the worst case error. In some instances, a proper choice of the loss function can directly reduce reasonably the prediction performance in the desired metric, albeit at the cost of additional computations during training. To support this claim, we describe the statistical learning theoretic foundations, and provide supporting numerical evidence with the prediction of atomization energies for a database of small organic molecules. © 2019 Wiley Periodicals, Inc.",atomization energies prediction; convex optimization; kernel regression; quantum machine learning; SOAP-Average kernel,Errors; Machine learning; Atomization energies; Learning formulation; Mean absolute error; Numerical evidence; Prediction performance; Property predictions; Small organic molecules; Statistical learning; Forecasting,,Article
Chen J.; Nurdin H.I.; Yamamoto N.,Temporal information processing on noisy quantum computers,2020,Physical Review Applied,38,10.1103/PhysRevApplied.14.024065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091856865&doi=10.1103%2fPhysRevApplied.14.024065&partnerID=40&md5=b92c9ed4756d406147f12817c249c5a6,"The combination of machine learning and quantum computing has emerged as a promising approach for addressing previously untenable problems. Reservoir computing is an efficient learning paradigm that utilizes nonlinear dynamical systems for temporal information processing, i.e., processing of input sequences to produce output sequences. Here we propose quantum reservoir computing that harnesses complex dissipative quantum dynamics. Our class of quantum reservoirs is universal, in that any nonlinear fading memory map can be approximated arbitrarily closely and uniformly over all inputs by a quantum reservoir from this class. We describe a subclass of the universal class that is readily implementable using quantum gates native to current noisy gate-model quantum computers. Proof-of-principle experiments on remotely accessed cloud-based superconducting quantum computers demonstrate that small and noisy quantum reservoirs can tackle high-order nonlinear temporal tasks. Our theoretical and experimental results pave the path for attractive temporal processing applications of near-term gate-model quantum computers of increasing fidelity but without quantum error correction, signifying the potential of these devices for wider applications including neural modeling, speech recognition, and natural language processing, going beyond static classification and regression tasks. © 2020 American Physical Society.",,Dynamical systems; Error correction; Learning systems; Modeling languages; Natural language processing systems; Nonlinear dynamical systems; Quantum theory; Qubits; Speech recognition; Dissipative quantum dynamics; NAtural language processing; Proof-of-principle experiments; Quantum error corrections; Reservoir Computing; Static classification; Temporal information processing; Temporal processing; Computer circuits,,Article
