Authors,Title,Year,Source title,Cited by,Link,Abstract,DOI,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Publisher,Sponsors,Conference name,Conference date,Conference location,Document Type,Open Access
Meyer J.; Passante G.; Pollock S.; Vignal M.; Wilcox B.,Investigating students’ strategies for interpreting quantum states in an upper-division quantum computing course,2021,Physics Education Research Conference Proceedings,4,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85124289280&doi=10.1119%2fperc.2021.pr.Meyer&partnerID=40&md5=78f48f4f2ecffe344abe2a42e511a206,"Significant focus in the PER community has been paid to student reasoning in undergraduate quantum mechanics. However, these same topics have remained largely unexplored in the context of emerging interdisciplinary quantum information science (QIS) courses. We conducted 15 exploratory think-aloud interviews with students in an upper-division quantum computing course at a large R1 university cross-listed in the physics and computer science departments. Focusing on responses to one particular problem, we identify two notably consistent problem-solving strategies across students in the context of a particular interview prompt, which we term Naive Measurement Probabilities (NMP) and Virtual Quantum Computer (VQC), respectively. Operating from a resources framework, we interpret these strategies as choices of coherent (and potentially mutually-generative) sets of resources to employ and available actions to perform. © 2021, American Association of Physics Teachers. All rights reserved.",10.1119/perc.2021.pr.Meyer,"Department of Physics, University of Colorado-Boulder, Boulder, 80309, CO, United States; Department of Physics, California State University-Fullerton, Fullerton, 92831, CA, United States","Meyer J., Department of Physics, University of Colorado-Boulder, Boulder, 80309, CO, United States; Passante G., Department of Physics, California State University-Fullerton, Fullerton, 92831, CA, United States; Pollock S., Department of Physics, University of Colorado-Boulder, Boulder, 80309, CO, United States; Vignal M., Department of Physics, University of Colorado-Boulder, Boulder, 80309, CO, United States; Wilcox B., Department of Physics, University of Colorado-Boulder, Boulder, 80309, CO, United States",,,American Association of Physics Teachers,,"Physics Education Research Conference, PERC 2021",4 August 2021 through 5 August 2021,"Virtual, Online",Conference paper,All Open Access; Hybrid Gold Open Access
Patterson A.; Chen H.; Wossnig L.; Severini S.; Browne D.; Rungger I.,Quantum state discrimination using noisy quantum neural networks,2021,Physical Review Research,24,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85107754609&doi=10.1103%2fPhysRevResearch.3.013063&partnerID=40&md5=8cf2acdfaa309b00519a6f0d2f599379,"Near-term quantum computers are noisy, and therefore must run algorithms with a low circuit depth and qubit count. Here we investigate how noise affects a quantum neural network (QNN) for state discrimination, which is applicable on near-term quantum devices as it fulfils the above criteria. We find that for the required gradient calculation on a noisy device a quantum circuit with a large number of parameters is disadvantageous. By introducing a smaller circuit ansatz we overcome this limitation, and find that the QNN performs well at noise levels of current quantum hardware. We present a model showing that the main effect of the noise is to increase the overlap between the states as circuit gates are applied, hence making discrimination more difficult. Our findings demonstrate that noisy quantum computers can be used for state discrimination and other applications, such as classifiers of the output of quantum generative adversarial networks. © 2021 authors. Published by the American Physical Society.",10.1103/PhysRevResearch.3.013063,"Department of Physics and Astronomy, University College London, Gower Street, London, England, WC1E 6BT, United Kingdom; Rahko, Ltd., Finsbury Park, London, England, N4 3JP, United Kingdom; Department of Computer Science, University College London, Gower Street, London, England, WC1E 6BT, United Kingdom; AWS Center for Quantum Computing, Pasadena, 91125, CA, United States; National Physical Laboratory, Teddington, London, England, TW11 0LW, United Kingdom","Patterson A., Department of Physics and Astronomy, University College London, Gower Street, London, England, WC1E 6BT, United Kingdom; Chen H., Rahko, Ltd., Finsbury Park, London, England, N4 3JP, United Kingdom, Department of Computer Science, University College London, Gower Street, London, England, WC1E 6BT, United Kingdom; Wossnig L., Rahko, Ltd., Finsbury Park, London, England, N4 3JP, United Kingdom, Department of Computer Science, University College London, Gower Street, London, England, WC1E 6BT, United Kingdom; Severini S., Department of Computer Science, University College London, Gower Street, London, England, WC1E 6BT, United Kingdom, AWS Center for Quantum Computing, Pasadena, 91125, CA, United States; Browne D., Department of Physics and Astronomy, University College London, Gower Street, London, England, WC1E 6BT, United Kingdom; Rungger I., Department of Physics and Astronomy, University College London, Gower Street, London, England, WC1E 6BT, United Kingdom, National Physical Laboratory, Teddington, London, England, TW11 0LW, United Kingdom",,Discriminators; Neural networks; Qubits; Adversarial networks; Circuit gates; Gradient calculations; Quantum circuit; Quantum device; Quantum neural networks; Quantum state discrimination; State discrimination; Quantum theory,American Physical Society,,,,,Article,All Open Access; Gold Open Access; Green Open Access
Ren W.; Li Z.; Huang Y.; Guo R.; Feng L.; Li H.; Li Y.; Li X.,Quantum generative adversarial networks for learning and loading quantum image in noisy environment,2021,Modern Physics Letters B,1,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85107792273&doi=10.1142%2fS0217984921503607&partnerID=40&md5=9edb67491bbef70580cc990f121c2b0f,"Quantum machine learning is expected to be one of the potential applications that can be realized in the near future. Finding potential applications for it has become one of the hot topics in the quantum computing community. With the increase of digital image processing, researchers try to use quantum image processing instead of classical image processing to improve the ability of image processing. Inspired by previous studies on the adversarial quantum circuit learning, we introduce a quantum generative adversarial framework for loading and learning a quantum image. In this paper, we extend quantum generative adversarial networks to the quantum image processing field and show how to learning and loading an classical image using quantum circuits. By reducing quantum gates without gradient changes, we reduced the number of basic quantum building block from 15 to 13. Our framework effectively generates pure state subject to bit flip, bit phase flip, phase flip, and depolarizing channel noise. We numerically simulate the loading and learning of classical images on the MINST database and CIFAR-10 database. In the quantum image processing field, our framework can be used to learn a quantum image as a subroutine of other quantum circuits. Through numerical simulation, our method can still quickly converge under the influence of a variety of noises. © 2021 World Scientific Publishing Company.",10.1142/S0217984921503607,"School of Information Science and Engineering, University of Jinan, Jinan, 250022, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, 610054, China; School of Mechano-Electronic Engineering, Xidian University, Xi'an, 710071, China; Shandong College of Electronic Technology, Jinan, 250022, China","Ren W., School of Information Science and Engineering, University of Jinan, Jinan, 250022, China; Li Z., School of Information Science and Engineering, University of Jinan, Jinan, 250022, China; Huang Y., School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, 610054, China; Guo R., School of Mechano-Electronic Engineering, Xidian University, Xi'an, 710071, China; Feng L., School of Mechano-Electronic Engineering, Xidian University, Xi'an, 710071, China; Li H., Shandong College of Electronic Technology, Jinan, 250022, China; Li Y., School of Information Science and Engineering, University of Jinan, Jinan, 250022, China; Li X., School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, 610054, China",Quantum generative adversarial framework; quantum image processing; quantum noise,,World Scientific,,,,,Article,
Selch M.; Hänel A.; Frieß U.; Ihlenfeldt S.,Quality Monitoring Of Coupled Digital Twins For Multistep Process Chains Using Bayesian Networks,2021,Proceedings of the Conference on Production Systems and Logistics,1,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85139786217&doi=10.15488%2f11266&partnerID=40&md5=82eb40cdf5be44a3b5c67146384c4b6a,"The digital representation of physical assets and process steps by digital twins is key to address pressuring challenges like adaptive manufacturing or customised production. Recent breakthroughs in the field of digital twins and Edge-based AI already enable digital optimization of individual process steps. However, high-value goods typically include multiple step process chains including a broad range from generative and additive processes over several steps of material removal up to assembly. Therefore, a digital twin over the holistic process chain is necessary. While even the set-up of representative twins for a single step is already challenging, a concept for monitoring of the interaction and overall quality control of holistic process chains does not exist yet. The paper introduces a machine-learning method based on probabilistic Bayesian networks to monitor the »digital twin quality« of coupled digital twins which includes several sub-instances of digital twins. The approach identifies the contribution of each instance to the overall prediction quality. Furthermore, it is possible to give a range-estimation for the prediction accuracy of the individual sub-instances. It is therefore possible to identify the most influential sub-instances of digital twins as well as their individual prediction quality. With the help of this information, the quality of the digital twin can be improved by considering individual sub-instances in a targeted manner. Finally, a preview emphasises the potential benefits of the quantum computing technology when dealing with parallel computation of large-scale inference models. © Institute for Production and Logistics Research GbR Herberger & Hübner.",10.15488/11266,"Fraunhofer Institute for Machine Tools and Forming Technology IWU, Dresden, Germany; Technische Universität Dresden, Institute for Machine Tools and Control Engineering, Dresden, Germany","Selch M., Fraunhofer Institute for Machine Tools and Forming Technology IWU, Dresden, Germany; Hänel A., Fraunhofer Institute for Machine Tools and Forming Technology IWU, Dresden, Germany; Frieß U., Fraunhofer Institute for Machine Tools and Forming Technology IWU, Dresden, Germany; Ihlenfeldt S., Fraunhofer Institute for Machine Tools and Forming Technology IWU, Dresden, Germany, Technische Universität Dresden, Institute for Machine Tools and Control Engineering, Dresden, Germany",Bayesian Networks; Digital twin; Digitalisation; Machine Learning; Process chain model; Quantum Computing,,Publish-Ing in cooperation with TIB - Leibniz Information Centre for Science and Technology University Library,,"2nd Conference on Production Systems and Logistics, CPSL 2021",10 August 2021 through 11 August 2021,"Virtual, Online",Conference paper,
Jerbi S.; Gyurik C.; Marshall S.C.; Briegel H.J.; Dunjko V.,Parametrized Quantum Policies for Reinforcement Learning,2021,Advances in Neural Information Processing Systems,69,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85126494424&partnerID=40&md5=f5e435de29b8ff6a64cb68773c833b04,"With the advent of real-world quantum computing, the idea that parametrized quantum computations can be used as hypothesis families in a quantum-classical machine learning system is gaining increasing traction. Such hybrid systems have already shown the potential to tackle real-world tasks in supervised and generative learning, and recent works have established their provable advantages in special artificial tasks. Yet, in the case of reinforcement learning, which is arguably most challenging and where learning boosts would be extremely valuable, no proposal has been successful in solving even standard benchmarking tasks, nor in showing a theoretical learning advantage over classical algorithms. In this work, we achieve both. We propose a hybrid quantum-classical reinforcement learning model using very few qubits, which we show can be effectively trained to solve several standard benchmarking environments. Moreover, we demonstrate, and formally prove, the ability of parametrized quantum circuits to solve certain learning tasks that are intractable to classical models, including current state-of-art deep neural networks, under the widely-believed classical hardness of the discrete logarithm problem. © 2021 Neural information processing systems foundation. All rights reserved.",,"Institute for Theoretical Physics, University of Innsbruck, Austria; LIACS, Leiden University, Netherlands","Jerbi S., Institute for Theoretical Physics, University of Innsbruck, Austria; Gyurik C., LIACS, Leiden University, Netherlands; Marshall S.C., LIACS, Leiden University, Netherlands; Briegel H.J., Institute for Theoretical Physics, University of Innsbruck, Austria; Dunjko V., LIACS, Leiden University, Netherlands",,Deep neural networks; Hybrid systems; Quantum computers; Reinforcement learning; Classical modeling; Learning tasks; Machine learning systems; Quantum circuit; Quantum Computing; Quantum-classical; Real-world; Real-world task; Reinforcement learning models; Reinforcement learnings; Benchmarking,Neural information processing systems foundation,,"35th Conference on Neural Information Processing Systems, NeurIPS 2021",6 December 2021 through 14 December 2021,"Virtual, Online",Conference paper,
Coyle B.; Henderson M.; Chan Jin Le J.; Kumar N.; Paini M.; Kashefi E.,Quantum versus classical generative modelling in finance,2021,Quantum Science and Technology,29,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85105115061&doi=10.1088%2f2058-9565%2fabd3db&partnerID=40&md5=0c74abed826eef818b7fb0ebf1a2598c,"Finding a concrete use case for quantum computers in the near term is still an open question, with machine learning typically touted as one of the first fields which will be impacted by quantum technologies. In this work, we investigate and compare the capabilities of quantum versus classical models for the task of generative modelling in machine learning. We use a real world financial dataset consisting of correlated currency pairs and compare two models in their ability to learn the resulting distribution - a restricted Boltzmann machine, and a quantum circuit Born machine. We provide extensive numerical results indicating that the simulated Born machine always at least matches the performance of the Boltzmann machine in this task, and demonstrates superior performance as the model scales. We perform experiments on both simulated and physical quantum chips using the Rigetti QCSTM platform, and also are able to partially train the largest instance to date of a quantum circuit Born machine on quantum hardware. Finally, by studying the entanglement capacity of the training Born machines, we find that entanglement typically plays a role in the problem instances which demonstrate an advantage over the Boltzmann machine.  © 2021 The Author(s). Published by IOP Publishing Ltd.",10.1088/2058-9565/abd3db,"School of Informatics, 10 Crichton Street, Edinburgh, EH8 9AB, United Kingdom; CNRS, LIP6, Sorbonne Université, 4 place Jussieu, Paris, 75005, France; Rigetti Computing, Berkeley, 94710, CA, United States; Rigetti Computing, London, United Kingdom","Coyle B., School of Informatics, 10 Crichton Street, Edinburgh, EH8 9AB, United Kingdom; Henderson M., Rigetti Computing, Berkeley, 94710, CA, United States; Chan Jin Le J., Rigetti Computing, Berkeley, 94710, CA, United States; Kumar N., School of Informatics, 10 Crichton Street, Edinburgh, EH8 9AB, United Kingdom; Paini M., Rigetti Computing, London, United Kingdom; Kashefi E., School of Informatics, 10 Crichton Street, Edinburgh, EH8 9AB, United Kingdom, CNRS, LIP6, Sorbonne Université, 4 place Jussieu, Paris, 75005, France",Boltzmann machine; Born machine; finance; generative modelling,Quantum computers; Boltzmann machines; Classical model; Entanglement capacity; Numerical results; Problem instances; Quantum circuit; Quantum technologies; Restricted boltzmann machine; Machine learning,IOP Publishing Ltd,,,,,Article,All Open Access; Green Open Access; Hybrid Gold Open Access
Miranda E.R.,"Handbook of Artificial Intelligence for Music: Foundations, Advanced Approaches, and Developments for Creativity",2021,"Handbook of Artificial Intelligence for Music: Foundations, Advanced Approaches, and Developments for Creativity",51,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85160489934&doi=10.1007%2f978-3-030-72116-9&partnerID=40&md5=532c87ba3ba1ceed277e1959cb2d6c9f,"This book presents comprehensive coverage of the latest advances in research into enabling machines to listen to and compose new music. It includes chapters introducing what we know about human musical intelligence and on how this knowledge can be simulated with AI. The development of interactive musical robots and emerging new approaches to AI-based musical creativity are also introduced, including brain–computer music interfaces, bio-processors and quantum computing. Artificial Intelligence (AI) technology permeates the music industry, from management systems for recording studios to recommendation systems for online commercialization of music through the Internet. Yet whereas AI for online music distribution is well advanced, this book focuses on a largely unexplored application: AI for creating the actual musical content. © Springer Nature Switzerland AG 2021.",10.1007/978-3-030-72116-9,"Interdisciplinary Centre for Computer Music Research (ICCMR), University of Plymouth, Plymouth, United Kingdom","Miranda E.R., Interdisciplinary Centre for Computer Music Research (ICCMR), University of Plymouth, Plymouth, United Kingdom",Artificial Intelligence and Music; Artificial Intelligence-Aided Creativity; Biocomputer Music; Brain-Computer Music Interfacing; Deep Learning for Music; Generative Music; Interactive Music Systems; Machine Learning of Music; Machine Musicianship; Quantum Computer Music; Robot Musicianship,,Springer International Publishing,,,,,Book,
Zoufal C.; Lucchi A.; Woerner S.,Variational quantum Boltzmann machines,2021,Quantum Machine Intelligence,68,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85114077248&doi=10.1007%2fs42484-020-00033-7&partnerID=40&md5=a9dfa4fbe42c609e50f4b94fd39834bb,"This work presents a novel realization approach to quantum Boltzmann machines (QBMs). The preparation of the required Gibbs states, as well as the evaluation of the loss function’s analytic gradient, is based on variational quantum imaginary time evolution, a technique that is typically used for ground-state computation. In contrast to existing methods, this implementation facilitates near-term compatible QBM training with gradients of the actual loss function for arbitrary parameterized Hamiltonians which do not necessarily have to be fully visible but may also include hidden units. The variational Gibbs state approximation is demonstrated with numerical simulations and experiments run on real quantum hardware provided by IBM Quantum. Furthermore, we illustrate the application of this variational QBM approach to generative and discriminative learning tasks using numerical simulation. © 2021, The Author(s).",10.1007/s42484-020-00033-7,"IBM Quantum, IBM Research – Zurich, Zurich, Switzerland; ETH Zurich, Zurich, Switzerland","Zoufal C., IBM Quantum, IBM Research – Zurich, Zurich, Switzerland, ETH Zurich, Zurich, Switzerland; Lucchi A., ETH Zurich, Zurich, Switzerland; Woerner S., IBM Quantum, IBM Research – Zurich, Zurich, Switzerland",Discriminative learning; Generative learning; Quantum machine learning; Variational quantum imaginary time evolution,Ground state; Hamiltonians; Numerical models; Petroleum reservoir evaluation; Actual loss; Boltzmann machines; Discriminative learning; Hidden units; Loss functions; Parameterized; Realization approaches; Time evolutions; Quantum theory,Springer Science and Business Media Deutschland GmbH,,,,,Article,All Open Access; Green Open Access; Hybrid Gold Open Access
Anand A.; Romero J.; Degroote M.; Aspuru-Guzik A.,Noise Robustness and Experimental Demonstration of a Quantum Generative Adversarial Network for Continuous Distributions,2021,Advanced Quantum Technologies,12,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85103382580&doi=10.1002%2fqute.202000069&partnerID=40&md5=10f001c366a0973f9f418b710382a78c,"The potential advantage of machine learning in quantum computers is a topic of intense discussion in the literature. Theoretical, numerical, and experimental explorations will most likely be required to understand its power. There have been different algorithms proposed to exploit the probabilistic nature of variational quantum circuits for generative modeling. In this paper, a hybrid architecture for quantum generative adversarial networks (QGANs) is employed and their robustness in the presence of noise is studied. A simple way of adding different types of noise to the quantum generator circuit is devised, and the noisy hybrid QGANs (HQGANs) are simulated numerically to learn continuous probability distributions, and to show that the performance of HQGANs remains unaffected. The effect of different parameters on the training time is also investigated to reduce the computational scaling of the algorithm and simplify its deployment on a quantum computer. The training on Rigetti's Aspen-4-2Q-A quantum processing unit is then performed, and the results from the training are presented. The authors' results pave the way for experimental exploration of different quantum machine learning algorithms on noisy intermediate-scale quantum devices. © 2021 Wiley-VCH GmbH",10.1002/qute.202000069,"Chemical Physics Theory Group, Department of Chemistry, University of Toronto, 80 St, George Street, Toronto, M5S 3H6, ON, Canada; Zapata Computing Inc., 100 Federal St, 20th Floor, Boston, 02110, MA, United States; Department of Computer Science, University of Toronto, 40 St. George Street, Toronto, M5S 2E4, ON, Canada; CIFAR AI chair, Vector Institute, 661 University Ave. Suite 710, Toronto, M5G 1M1, ON, Canada; Canadian Institute for Advanced Research (CIFAR) Lebovic Fellow, 661 University Ave, Toronto, M5G 1M1, ON, Canada","Anand A., Chemical Physics Theory Group, Department of Chemistry, University of Toronto, 80 St, George Street, Toronto, M5S 3H6, ON, Canada; Romero J., Zapata Computing Inc., 100 Federal St, 20th Floor, Boston, 02110, MA, United States; Degroote M., Chemical Physics Theory Group, Department of Chemistry, University of Toronto, 80 St, George Street, Toronto, M5S 3H6, ON, Canada, Department of Computer Science, University of Toronto, 40 St. George Street, Toronto, M5S 2E4, ON, Canada; Aspuru-Guzik A., Chemical Physics Theory Group, Department of Chemistry, University of Toronto, 80 St, George Street, Toronto, M5S 3H6, ON, Canada, Department of Computer Science, University of Toronto, 40 St. George Street, Toronto, M5S 2E4, ON, Canada, CIFAR AI chair, Vector Institute, 661 University Ave. Suite 710, Toronto, M5G 1M1, ON, Canada, Canadian Institute for Advanced Research (CIFAR) Lebovic Fellow, 661 University Ave, Toronto, M5G 1M1, ON, Canada",quantum computing; quantum machine learning; variational quantum algorithms,Machine learning; Probability distributions; Qubits; Adversarial networks; Continuous distribution; Continuous probability distribution; Experimental demonstrations; Generative model; Generator circuits; Hybrid architectures; Noise robustness; Learning algorithms,John Wiley and Sons Inc,,,,,Article,All Open Access; Green Open Access
,"Quantum Information Science, Sensing, and Computation XII",2020,Proceedings of SPIE - The International Society for Optical Engineering,0,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85087743032&partnerID=40&md5=7025c1374a571b8f9ca8dde92dd48ddc,The proceedings contain 10 papers. The topics discussed include: quantum fisher information matrix of a single qutrit in Xi or cascade configuration; a hybrid quantum enabled RBM advantage: convolutional autoencoders for quantum image compression and generative learning; GaN laser diodes for quantum sensors and optical atomic clocks; wavefront design for improved performance by entangled systems; a semi-quantum extended B92 protocol and its analysis; approximate graph spectral decomposition with the variational quantum eigensolver; quantum central limit theorem and statistical hypothesis testing in discrete quantum walk; and objective function maximization by machine learning for gate-model quantum computers.,,,,,,SPIE,The Society of Photo-Optical Instrumentation Engineers (SPIE),"Quantum Information Science, Sensing, and Computation XII 2020",27 April 2020 through 8 May 2020,None,Conference review,
Khairy S.; Shaydulin R.; Cincio L.; Alexeev Y.; Balaprakash P.,Learning to optimize variational quantum vircuits to solve combinatorial problems,2020,AAAI 2020 - 34th AAAI Conference on Artificial Intelligence,77,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85095489629&partnerID=40&md5=4a27ceef69110f07ada4ae4aacca01ce,"Quantum computing is a computational paradigm with the potential to outperform classical methods for a variety of problems. Proposed recently, the Quantum Approximate Optimization Algorithm (QAOA) is considered as one of the leading candidates for demonstrating quantum advantage in the near term. QAOA is a variational hybrid quantumclassical algorithm for approximately solving combinatorial optimization problems. The quality of the solution obtained by QAOA for a given problem instance depends on the performance of the classical optimizer used to optimize the variational parameters. In this paper, we formulate the problem of finding optimal QAOA parameters as a learning task in which the knowledge gained from solving training instances can be leveraged to find high-quality solutions for unseen test instances. To this end, we develop two machine-learning-based approaches. Our first approach adopts a reinforcement learning (RL) framework to learn a policy network to optimize QAOA circuits. Our second approach adopts a kernel density estimation (KDE) technique to learn a generative model of optimal QAOA parameters. In both approaches, the training procedure is performed on small-sized problem instances that can be simulated on a classical computer; yet the learned RL policy and the generative model can be used to efficiently solve larger problems. Extensive simulations using the IBM Qiskit Aer quantum circuit simulator demonstrate that our proposed RL- and KDE-based approaches reduce the optimality gap by factors up to 30.15 when compared with other commonly used off-the-shelf optimizers. Copyright © 2020, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,"Illinois Institute of Technology, United States; Clemson University, United States; Los Alamos National Laboratory, United States; Argonne National Laboratory, United States","Khairy S., Illinois Institute of Technology, United States; Shaydulin R., Clemson University, United States; Cincio L., Los Alamos National Laboratory, United States; Alexeev Y., Argonne National Laboratory, United States; Balaprakash P., Argonne National Laboratory, United States",,Circuit simulation; Combinatorial optimization; Knowledge management; Optimization; Quantum computers; Approximate optimization; Combinatorial optimization problems; Combinatorial problem; Computational paradigm; Extensive simulations; High-quality solutions; Kernel Density Estimation; Variational parameters; Reinforcement learning,AAAI press,Association for the Advancement of Artificial Intelligence,"34th AAAI Conference on Artificial Intelligence, AAAI 2020",7 February 2020 through 12 February 2020,New York,Conference paper,
Pereira G.C.,Computational approaches in drug development and phytocompound analysis,2020,Plant-derived Bioactives: Chemistry and Mode of Action,3,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85089641237&doi=10.1007%2f978-981-15-2361-8_24&partnerID=40&md5=5e4b5ea897e48cca7d3552cb4219d176,"A plethora of therapeutic properties can be attributed to phytocompounds, and increasing new methodologies can be employed to optimise their utilisation. In cancer research, variations of molecular docking have been employed for mapping protein-phytochemical interactions, seeking alternative approaches to chemotherapy, radiotherapy, and surgery. In neurodegenerative pathologies, progressing research on phytotherapies may lead to effective substitutes for palliative treatments. In Parkinson’s disease, for instance, temporary relief results from usage of dopamine agonists, mimicking wild-field dopamine action, in the brain, and stimulating dopamine receptors. On the contrary, plant secondary metabolites are promising, offering long-term modulation of biomarkers for neuro-dysfunction. For nearly a decade, the World Health Organization (WHO) has been reporting on critical trends in cancer, cardiovascular and neurological disorders. According to WHO, in 2005, neuropathologies resulted in 92 million DALYs (disability-adjusted life years), a measure of disease burden, in terms of reducing life expectancy. The figures are projected to peak at 103 million in 2030, representing 12% increase. The predictions for Alzheimer and other dementias indicate 66% increase, between 2005 and 2030. Therefore, it urges finding effective measures to mitigate these trends. In 2017, regenerative medicine saw 5H-purin-6-amine from Sedum sarmentosum extracts, modulating signalling pathways, contributing to increase of spermatogonial stem cell (SSC) activity. This is key in fertility studies, because 5H-purin-6-amine seems to induce SSC concentration within germ cells. However, the benefits of increasing phytochemical extracts-driven stem cell activity go beyond that, with the highmobility group box 1 (HMGB1) acting as a key upstream mediator in tissue regeneration. Computing is fast becoming a key instrument in drug discovery. Big data analytics and process automation are the domain knowledge revolutionising the field. On one hand, governing large volumes of heterogeneous information challenges drug development. On the other, it brings about rich sources of insights employed in unveiling new medicinal phenotypes and repurposing existing ones. One singular example derives from ontologies used to characterise molecular compounds, forming the basis of large annotated standardised information systems where medicinal compounds are assembled, in dictionaries (e.g. SNOMED) and semantic networks (e.g. Unified Medical Language System). Undoubtedly, the ability to correlate this data is fundamental, endowing conventional systems with cognitive power (e.g. biotechnology empowered by cognitive analytics), to analyse genotype-phenotype pairs, target compounds’ interactions, and track diseases’ biomarkers, to both elucidate and designate potential ligand-receptor binding prone to modulate dysfunction in diseases’ signalling cascades. Within this ambit, this chapter discusses how technology has revolutionised pharmacology. Special attention is given to phytocompound interactions and their role in drug development. © Springer Nature Singapore Pte Ltd. 2020.",10.1007/978-981-15-2361-8_24,"Imperial College London, London, United Kingdom","Pereira G.C., Imperial College London, London, United Kingdom",Artificial intelligence; Computing; Data mining; Deep learning; Drug discovery and development; Evolutionary algorithms; Generative adversarial networks; Medicinal dictionaries and semantic networks; Molecular docking; Omics; Phenotype-genotype analysis; Phytocompound analysis; Quantum computing and intractability; Reinforcement learning,,Springer Singapore,,,,,Book chapter,
Situ H.; He Z.; Wang Y.; Li L.; Zheng S.,Quantum generative adversarial network for generating discrete distribution,2020,Information Sciences,103,https://scopus.unalproxy.elogim.com/inward/record.uri?eid=2-s2.0-85086572178&doi=10.1016%2fj.ins.2020.05.127&partnerID=40&md5=df5b9ba853e0bd3aa63464fe592d0f22,"Quantum machine learning has recently attracted much attention from the community of quantum computing. In this paper, we explore the ability of generative adversarial networks (GANs) based on quantum computing. More specifically, we propose a quantum GAN for generating classical discrete distribution, which has a classical-quantum hybrid architecture and is composed of a parameterized quantum circuit as the generator and a classical neural network as the discriminator. The parameterized quantum circuit only consists of simple one-qubit rotation gates and two-qubit controlled-phase gates that are available in current quantum devices. Our scheme has the following characteristics and potential advantages: (i) It is intrinsically capable of generating discrete data (e.g., text data), while classical GANs are clumsy for this task due to the vanishing gradient problem. (ii) Our scheme avoids the input/output bottlenecks embarrassing most of the existing quantum learning algorithms that either require to encode the classical input data into quantum states, or output a quantum state corresponding to the solution instead of giving the solution itself, which inevitably compromises the speedup of the quantum algorithm. (iii) The probability distribution implicitly given by data samples can be loaded into a quantum state, which may be useful for some further applications. © 2020 Elsevier Inc.",10.1016/j.ins.2020.05.127,"College of Mathematics and Informatics, South China Agricultural University, Guangzhou, 510642, China; School of Electronic and Information Engineering, Foshan University, Foshan, 528000, China; School of Data and Computer Science, Sun Yat-Sen University, Guangzhou, 510006, China; Center for Quantum Computing, Peng Cheng Laboratory, Shenzhen, 518055, China; Institute for Quantum Science and Engineering, Southern University of Science and Technology, Shenzhen, 518055, China","Situ H., College of Mathematics and Informatics, South China Agricultural University, Guangzhou, 510642, China; He Z., School of Electronic and Information Engineering, Foshan University, Foshan, 528000, China; Wang Y., School of Data and Computer Science, Sun Yat-Sen University, Guangzhou, 510006, China; Li L., School of Data and Computer Science, Sun Yat-Sen University, Guangzhou, 510006, China; Zheng S., Center for Quantum Computing, Peng Cheng Laboratory, Shenzhen, 518055, China, Institute for Quantum Science and Engineering, Southern University of Science and Technology, Shenzhen, 518055, China",Quantum algorithm; Quantum computing; Quantum machine learning,Learning algorithms; Probability distributions; Qubits; Adversarial networks; Classical neural networks; Classical-quantum; Controlled phase gate; Discrete distribution; Hybrid architectures; Quantum algorithms; Vanishing gradient; Quantum optics,Elsevier Inc.,,,,,Article,All Open Access; Green Open Access
