Authors,Author full names,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type
Suzuki T.; Katouda M.,"Suzuki, Teppei (57219794054); Katouda, Michio (6506262667)",Predicting toxicity by quantum machine learning,2020,Journal of Physics Communications,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123277533&doi=10.1088%2f2399-6528%2fabd3d8&partnerID=40&md5=04e289c9ea9ad2530245bf6df174887f,"In recent years, parameterized quantum circuits have been regarded as machine learning models within the framework of the hybrid quantum-classical approach. Quantum machine learning (QML) has been applied to binary classification problems and unsupervised learning. However, practical quantum application to nonlinear regression tasks has received considerably less attention. Here, we developQMLmodels designed for predicting the toxicity of 221 phenols on the basis of quantitative structure activity relationship. The results suggest that our data encoding enhanced by quantum entanglement provided more expressive power than the previous ones, implying that quantum correlation could be beneficial for the feature map representation of classical data. OurQMLmodels performed significantly better than the multiple linear regression method. Furthermore, our simulations indicate that theQMLmodels were comparable to those obtained using radial basis function networks, while improving the generalization performance. The present study implies that QMLcould be an alternative approach for nonlinear regression tasks such as cheminformatics.  © 2020 The Author(s).",Drug discovery; Parameterized quantum circuits; QSAR; Quantum computer; Quantum machine learning,,Article
Sahni S.; Aggarwal V.; Khanna A.; Gupta D.; Bhattacharyya S.,"Sahni, Srishti (57215720978); Aggarwal, Vaibhav (57215715041); Khanna, Ashish (57203259540); Gupta, Deepak (56985108600); Bhattacharyya, Siddhartha (7402157487)",Quantum-inspired evolutionary algorithms for neural network weight distribution: A classification model for Parkinson's disease,2020,Journal of Information and Organizational Sciences,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097505270&doi=10.31341%2fjios.43.2.9&partnerID=40&md5=e90ab869303978c121ef233290b219f8,"Parkinson’s Disease is a degenerative neurological disorder with unknown origins, making it impossible to be cured or even diagnosed. The following article presents a Three-Layered Perceptron Neural Network model that is trained using a variety of evolutionary as well as quantum-inspired evolutionary algorithms for the classification of Parkinson's Disease. Optimization algorithms such as Particle Swarm Optimization, Artificial Bee Colony Algorithm and Bat Algorithm are studied along with their quantum-inspired counter-parts in order to identify the best suited algorithm for Neural Network Weight Distribution. The results show that the quantum-inspired evolutionary algorithms perform better under the given circumstances, with qABC offering the highest accuracy of about 92.3%. The presented model can be used not only for disease diagnosis but is also likely to find its applications in various other fields as well. © 2020, University of Zagreb, Faculty of Organization and Informatics. All rights reserved.",Artificial Bee Colony Algorithm; Bat Algorithm; Neural Network Weight Distribution; Parkinson’s Disease; Particle Swarm Optimization; Quantum Optimization,,Article
Banchi L.; Zhuang Q.; Pirandola S.,"Banchi, Leonardo (8910867800); Zhuang, Quntao (55987298500); Pirandola, Stefano (57202956317)",Quantum-Enhanced Barcode Decoding and Pattern Recognition,2020,Physical Review Applied,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097585346&doi=10.1103%2fPhysRevApplied.14.064026&partnerID=40&md5=8793d8386776e08e7cda00e9078d0443,"Quantum hypothesis testing is one of the most fundamental problems in quantum information theory, with crucial implications in areas like quantum sensing, where it has been used to prove quantum advantage in a series of binary photonic protocols, e.g., for target detection or memory cell readout. In this work, we generalize this theoretical model to the multipartite setting of barcode decoding and pattern recognition. We start by defining a digital image as an array or grid of pixels, each pixel corresponding to an ensemble of quantum channels. Specializing each pixel to a black and white alphabet, we naturally define an optical model of a barcode. In this scenario, we show that the use of quantum entangled sources, combined with suitable measurements and data processing, greatly outperforms classical coherent-state strategies for the tasks of barcode data decoding and classification of black and white patterns. Moreover, introducing relevant bounds, we show that the problem of pattern recognition is significantly simpler than barcode decoding, as long as the minimum Hamming distance between images from different classes is large enough. Finally, we theoretically demonstrate the advantage of using quantum sensors for pattern recognition with the nearest-neighbor classifier, a supervised learning algorithm, and numerically verify this prediction for handwritten digit classification.  © 2020 American Physical Society.",,Bar codes; Character recognition; Data handling; Decoding; Hamming distance; Learning algorithms; Pixels; Handwritten digit classification; Minimum hamming distances; Nearest Neighbor classifier; Optical modeling; Quantum entangled; Quantum hypothesis; Quantum information theory; Theoretical modeling; Quantum entanglement,Article
De Paula Neto F.M.; Filho G.I.S.; Monteiro C.A.,"De Paula Neto, Fernando M. (57074093400); Filho, Gustavo I. S. (57219555579); Monteiro, Claudio A. (57219555942)",Approaches to Avoid Overfitting in a Quantum Perceptron,2020,Proceedings of the International Joint Conference on Neural Networks,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093843604&doi=10.1109%2fIJCNN48605.2020.9206741&partnerID=40&md5=d5d76cabf91e64e13d87b91a721ac2f0,"In this paper, we analyze an existing Quantum Perceptron in terms of its generalization performance and introduce alternative strategies to avoid classification errors, the Circuit Threshold Operator (CTO) and Neuron Threshold Variation (NTV). The adjust of the CTO and NTV parameters increases the probability of the neuron to tolerate differences between input and stored weights allowing some noise level to be acceptable. Experiments were conducted in IBM quantum simulator, showing that our proposals are effective when compared to the original fixed parameter. A hybrid classical-quantum training was executed, using Genetic Algorithm to train the parameters of the model classically and running our model in a quantum simulator. Our solution achieves 78.57% and 76.43% of accuracy on a noisy dataset, while the original neuron approach does not exceed 53.57%. © 2020 IEEE.",genetic algorithm; learning algorithm; quantum computing; quantum machine learning; quantum neuron; quantum perceptron,Genetic algorithms; Neurons; Classical-quantum; Classification errors; Generalization performance; Noise levels; Overfitting; Quantum simulators; Neural networks,Conference paper
Park D.K.; Blank C.; Petruccione F.,"Park, Daniel K. (55361200600); Blank, Carsten (23096867100); Petruccione, Francesco (7003376483)",The theory of the quantum kernel-based binary classifier,2020,"Physics Letters, Section A: General, Atomic and Solid State Physics",29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082413953&doi=10.1016%2fj.physleta.2020.126422&partnerID=40&md5=8b20e9d5d0fcd7c4a3b2041edaff4603,"Binary classification is a fundamental problem in machine learning. Recent development of quantum similarity-based binary classifiers and kernel method that exploit quantum interference and feature quantum Hilbert space opened up tremendous opportunities for quantum-enhanced machine learning. To lay the fundamental ground for its further advancement, this work extends the general theory of quantum kernel-based classifiers. Existing quantum kernel-based classifiers are compared and the connection among them is analyzed. Focusing on the squared overlap between quantum states as a similarity measure, the essential and minimal ingredients for the quantum binary classification are examined. The classifier is also extended concerning various aspects, such as data type, measurement, and ensemble learning. The validity of the Hilbert-Schmidt inner product, which becomes the squared overlap for pure states, as a positive definite and symmetric kernel is explicitly shown, thereby connecting the quantum binary classifier and kernel methods. © 2020 Elsevier B.V.",Kernel methods; Pattern recognition; Quantum binary classification; Quantum computing; Quantum machine learning,Classification (of information); Machine learning; Pattern recognition; Quantum computers; Quantum optics; Binary classification; Kernel based classifiers; Kernel methods; Quantum Computing; Quantum interference; Quantum machines; Quantum similarity; Similarity measure; Computation theory,Article
,,"7th International Doctoral Symposium on Applied Computation and Security Systems, ACSS 2020",2020,Advances in Intelligent Systems and Computing,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079759054&partnerID=40&md5=1ef4c144b70cb1711cc8d7bfbed06aeb,The proceedings contain 11 papers. The special focus in this conference is on Applied Computation and Security Systems. The topics include: A Citizen-Centred Sentiment Analysis Towards India’s Critically Endangered Avian and Mammalian Species; shot Classification and Replay Detection in Broadcast Soccer Video; biomarker Gene Identification Using a Quantum Inspired Clustering Approach; comment-Mine—A Semantic Search Approach to Program Comprehension from Code Comments; preface; a Multi-Scale Patch-Based Deep Learning System for Polyp Segmentation; methodology for Generating Synthetic Time-Dependant Probabilistic Speed Profiles; Automatic Caption Generation of Retinal Diseases with Self-trained RNN Merge Model; a Novel Automated Blood Cell Counting Method Based on Deconvolution and Convolution and Its Application to Neural Networks.,,,Conference review
Villmann T.; Ravichandran J.; Engelsberger A.; Villmann A.; Kaden M.,"Villmann, T. (7003892419); Ravichandran, J. (57208756719); Engelsberger, A. (57220025446); Villmann, A. (57194430649); Kaden, M. (55965327000)",Quantum-inspired learning vector quantization for classification learning,2020,"ESANN 2020 - Proceedings, 28th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096610322&partnerID=40&md5=1b4caa0905a48ed99132861be4d6d4f2,"This paper introduces a variant of the prototype-based generalized learning vector quantization algorithm (GLVQ) for classification learning, which is inspired by quantum computing. Starting from the motivation of kernelized GLVQ, the nonlinear transformation of real data and prototypes into quantum bit vectors allows to formulate a GLVQ variant in a (n-dimensional) quantum bit vector space Hn. A key feature for this approach is that Hnis an Hilbert space with particular inner product properties, which finally restrict the prototype adaptation to be unitary transformations. The resulting approach is denoted as Qu-GLVQ. We provide the mathematical framework and give exemplary numerical results. © ESANN 2020 - Proceedings, 28th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning.",,Intelligent computing; Machine learning; Mathematical transformations; Metadata; Neural networks; Quantum computers; Vector spaces; Vectors; Classification learning; Generalized learning vector quantization; Learning Vector Quantization; Mathematical frameworks; Non-linear transformations; Prototype adaptation; Quantum Computing; Unitary transformations; Vector quantization,Conference paper
Ye W.; Liu R.; Li Y.; Jiao L.,"Ye, Weiliang (57219278538); Liu, Ruijiao (57215896439); Li, Yangyang (35388751400); Jiao, Licheng (7102491544)",Quantum-Inspired Evolutionary Algorithm for Convolutional Neural Networks Architecture Search,2020,"2020 IEEE Congress on Evolutionary Computation, CEC 2020 - Conference Proceedings",6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092048672&doi=10.1109%2fCEC48606.2020.9185727&partnerID=40&md5=7f4ff99296cc12a10971a5ee87d8e321,"Convolutional neural networks (CNN) are widely used and effective deep learning methods for image classification tasks. But the architecture of CNN such as LetNet and AlexNet were designed elaborately by experts because designing the neural networks is time-consuming and requires expert knowledge. This paper proposed a quantum-inspired evolutionary algorithm to search the neural architectures. First, we encode CNNs into quantum chromosomes and distinguish these chromosomes from the Convolutional Layer, Pooling Layer, Fully-connected Layer and Disabled Layer with its range. Second, quantum chromosomes are updated by applying quantum gates and find the best individual with quantum genetic algorithm. Third, we can predict the network performance after a few steps of stochastic gradient descent by means of evaluation estimate strategy so that we can stop training the bad networks early, which can speed up evolutionary process. The proposed algorithm is examined and compared with some state-of-art methods for image classification in three benchmark datasets. The experimental results prove the proposed algorithm can search a strong classifier robustly. In addition, it performs better than the general evolutionary algorithm. More importantly, with the help of evaluation estimate strategy, it is substantially faster than the algorithms without evaluation estimate strategy which means we can take less time to search a good network for the given task. © 2020 IEEE.",evaluation estimate; genetic algorithm; neural architecture search; quantum-inspired,Arts computing; Chromosomes; Classification (of information); Convolution; Deep learning; Genetic algorithms; Gradient methods; Image classification; Learning systems; Network architecture; Stochastic systems; Benchmark datasets; Evolutionary process; Neural architectures; Quantum chromosomes; Quantum genetic algorithm; Quantum inspired evolutionary algorithm; State-of-art methods; Stochastic gradient descent; Convolutional neural networks,Conference paper
Blekos K.; Kosmopoulos D.,"Blekos, Kostas (36738709800); Kosmopoulos, Dimitrios (6602400685)",A Quantum 3D Convolutional Neural Network with Application in Video Classification,2021,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121908869&doi=10.1007%2f978-3-030-90439-5_47&partnerID=40&md5=f74e69de22a026eb95f8f131f7282439,"Quantum computing seeks to exploit the properties of quantum mechanics to perform computations at a fraction of the cost compared to the classical computing methods. Recently, quantum methods for machine learning have attracted the interest of researchers. Those methods aim to exploit, in the context of machine learning, the potential benefits that the quantum computers should be able to offer in the near future. A particularly interesting area of research in this direction, investigates the union of quantum machine learning models with Convolutional Neural Networks. In this paper we develop a quantum counterpart of a 3D Convolutional Neural Network for video classification, dubbed Q3D-CNN. This is the first approach for quantum video classification we are aware of. Our model is based on previously proposed quantum machine learning models, where manipulation of the input data is performed in such a way that a fully quantum-mechanical neural network layer can be realized and used to form a Quantum Convolutional Neural Network. We augment this approach by introducing quantum-friendly operations during data-loading and appropriately manipulating the quantum network. We demonstrate the applicability of the proposed Q3D-CNN in video classification using videos from a publicly available dataset. We successfully classify the test dataset using two and three classes using the quantum network and its classical counterpart. © 2021, Springer Nature Switzerland AG.",,Convolution; Convolutional neural networks; Machine learning; Multilayer neural networks; Quantum computers; Quantum theory; Statistical tests; Three dimensional computer graphics; Classical computing; Computing methods; Convolutional neural network; Machine learning models; Potential benefits; Property; Quantum Computing; Quantum methods; Quantum network; Video classification; Classification (of information),Conference paper
,,MLCAD 2020 - Proceedings of the 2020 ACM/IEEE Workshop on Machine Learning for CAD,2020,MLCAD 2020 - Proceedings of the 2020 ACM/IEEE Workshop on Machine Learning for CAD,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098287758&partnerID=40&md5=38cdd2d89cc14437100a2a77ae13a6be,The proceedings contain 27 papers. The topics discussed include: an adaptive analytic FPGA placement framework based on deep-learning; design rule checking with a CNN based feature extractor; using DNNs and smart sampling for coverage closure acceleration; cost optimization at early stages of design using deep reinforcement learning; CALT: classification with adaptive labeling thresholds for analog circuit sizing; decision making in synthesis cross technologies using LSTMs and transfer learning; application of quantum machine learning to VLSI placement; from tuning to learning: why the FPGA physical design flow offers a compelling case for ML; HAT-DRL: hotspot-aware task mapping for lifetime improvement of multicore system using deep reinforcement learning; and an enhanced machine learning model for adaptive Monte Carlo yield analysis.,,,Conference review
Cappelletti W.; Erbanni R.; Keller J.,"Cappelletti, William (57219797369); Erbanni, Rebecca (57219789305); Keller, Joaquin (57219792811)",Polyadic Quantum Classifier,2020,"Proceedings - IEEE International Conference on Quantum Computing and Engineering, QCE 2020",12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097987906&doi=10.1109%2fQCE49297.2020.00013&partnerID=40&md5=4fd7867c69929e8b37a27b9766fa577f,"We introduce here a supervised quantum machine learning algorithm for multi-class classification on NISQ architectures. A parametric quantum circuit is trained to output a specific bit string corresponding to the class of the input datapoint. We train and test it on an IBMq 5-qubit quantum computer and the algorithm shows good accuracy - compared to a classical machine learning model - for ternary classification of the Iris dataset and an extension of the XOR problem. Furthermore, we evaluate with simulations how the algorithm fares for a binary and a quaternary classification on resp. a known binary dataset and a synthetic dataset. © 2020 IEEE.",classification algorithm; NISQ architecture; quantum machine learning; supervised learning; variational quantum algorithm,Classification (of information); Machine learning; Quantum computers; Statistical tests; Bit-strings; Machine learning models; Multi-class classification; Quantum circuit; Quantum machines; Learning algorithms,Conference paper
Khadiev K.; Mannapov I.; Safina L.,"Khadiev, Kamil (55652196400); Mannapov, Ilnaz (57205362316); Safina, Liliya (57212083000)",Classical and quantum improvements of generic decision tree constructing algorithm for classification problem,2021,CEUR Workshop Proceedings,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103599116&partnerID=40&md5=5d81838d4eac1c9979004f00611f7040,"In the work, we focus on the complexity of the generic of a decision tree classifier constructing algorithm. The decision tree is constructed in ((running time in the classical case, where is a class numbers, is the input data size, is an attributes number, is a tree height. We offer two options for improving the classical version of the generic algorithm, the running time of using these options are ((general case) and ((for independent attributes). After that we suggest a quantum improvement, which uses quantum subroutines like the amplitude amplification and the Dȕrr-Høyer minimum search algorithms. The running time of the quantum algorithms is (√ () that is better than the complexity of the classical algorithm in the general case. © 2020 this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",Classification problem; Decision tree constructing; Quantum decision trees; Quantum machine learning,Computer programming; Data mining; Decision trees; Quantum theory; Class numbers; Constructing algorithms; Decision tree classifiers; Generic algorithm; Generic decisions; Quantum algorithms; Running time; Search Algorithms; Trees (mathematics),Conference paper
Liu N.; Wittek P.,"Liu, Nana (57056817600); Wittek, Peter (35147286400)",Vulnerability of quantum classification to adversarial perturbations,2020,Physical Review A,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087592657&doi=10.1103%2fPhysRevA.101.062331&partnerID=40&md5=340093b0233e6044febb2a7fd152ad50,"High-dimensional quantum systems are vital for quantum technologies and are essential in demonstrating practical quantum advantage in quantum computing, simulation, and sensing. Since dimensionality grows exponentially with the number of qubits, the potential power of noisy intermediate-scale quantum devices over classical resources also stems from entangled states in high dimensions. An important family of quantum protocols that can take advantage of high-dimensional Hilbert space is classification tasks. These include quantum machine learning algorithms, witnesses in quantum information processing, and certain decision problems. However, due to counterintuitive geometrical properties emergent in high dimensions, classification problems are vulnerable to adversarial attacks. We demonstrate that the amount of perturbation needed for an adversary to induce a misclassification scales inversely with dimensionality. This is shown to be a fundamental feature independent of the details of the classification protocol. Furthermore, this leads to a tradeoff between the security of the classification algorithm against adversarial attacks and quantum advantages that we expect for high-dimensional problems. In fact, protection against these adversarial attacks requires extra resources that can even scale polynomially with the Hilbert space dimension of the system, which can erase any significant quantum advantage that we might expect from a quantum protocol. This has wide-ranging implications in the use of both near-term and future quantum technologies for classification.  © 2020 American Physical Society",,Hilbert spaces; Learning algorithms; Machine learning; Quantum computers; Quantum entanglement; Quantum optics; Vector spaces; Classification algorithm; Classification tasks; Fundamental features; Geometrical property; High-dimensional problems; Misclassifications; Quantum technologies; Quantum-information processing; Classification (of information),Article
Selig P.; Murphy N.; Ashwin Sundareswaran R.; Redmond D.; Caton S.,"Selig, Patrick (57384026600); Murphy, Niall (57551373600); Ashwin Sundareswaran, R. (57384026700); Redmond, David (57272506300); Caton, Simon (12761671600)",A Case for Noisy Shallow Gate-based Circuits in Quantum Machine Learning,2021,"Proceedings - 2021 International Conference on Rebooting Computing, ICRC 2021",1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128692238&doi=10.1109%2fICRC53822.2021.00015&partnerID=40&md5=f1b6781b91c2e852b05d17375d4d0c70,"There is increasing interest in the development of gate- based quantum circuits for the training of machine learning models. Yet, little is understood concerning the parameters of circuit design, and the effects of noise and other measurement errors on the performance of quantum machine learning models. In this paper, we explore the practical implications of key circuit design parameters (number of qubits, depth etc.) using several standard machine learning datasets and IBM's Qiskit simulator. In total we evaluate over 6500 unique circuits with n ≈ 120700 individual runs. We find that in general shallow (low depth) wide (more qubits) circuit topologies tend to outperform deeper ones in settings without noise. We also explore the implications and effects of different notions of noise and discuss circuit topologies that are more / less robust to noise for classification machine learning tasks. Based on the findings we define guidelines for circuit topologies that show near-term promise for the realisation of quantum machine learning algorithms using gate-based NISQ quantum computer.  © 2021 IEEE.",Gate-based Circuits; NISQ architecture; Noise; Qiskit; Quantum Machine Learning; Variational Quantum Algorithms,Integrated circuit manufacture; Learning algorithms; Machine learning; Qubits; Topology; Gate-based circuit; Machine learning models; Machine-learning; NISQ architecture; Noise; Qiskit; Quantum algorithms; Quantum machine learning; Quantum machines; Variational quantum algorithm; Timing circuits,Conference paper
Deng W.; Liu H.; Xu J.; Zhao H.; Song Y.,"Deng, Wu (36343223500); Liu, Hailong (58441450500); Xu, Junjie (56597192600); Zhao, Huimin (56181867800); Song, Yingjie (55440270100)",An Improved Quantum-Inspired Differential Evolution Algorithm for Deep Belief Network,2020,IEEE Transactions on Instrumentation and Measurement,348,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088261525&doi=10.1109%2fTIM.2020.2983233&partnerID=40&md5=8abb79b885e7f07bf54746eadc710256,"Deep belief network (DBN) is one of the most representative deep learning models. However, it has a disadvantage that the network structure and parameters are basically determined by experiences. In this article, an improved quantum-inspired differential evolution (MSIQDE), namely MSIQDE algorithm based on making use of the merits of the Mexh wavelet function, standard normal distribution, adaptive quantum state update, and quantum nongate mutation, is proposed to avoid premature convergence and improve the global search ability. Then, the MSIQDE with global optimization ability is used to optimize the parameters of the DBN to construct an optimal DBN model, which is further applied to propose a new fault classification, namely MSIQDE-DBN method. Finally, the vibration data of rolling bearings from the Case Western Reserve University and a real-world engineering application are carried out to verify the performance of the MSIQDE-DBN method. The experimental results show that the MSIQDE takes on better optimization performance, and the MSIQDE-DBN can obtain higher classification accuracy than the other comparison methods. © 1963-2012 IEEE.",Deep belief network (DBN); fault classification; multistrategies; parameter optimization; quantum-inspired differential evolution (QDE),Deep learning; Genetic algorithms; Global optimization; Normal distribution; Roller bearings; Case Western Reserve University; Classification accuracy; Deep belief network (DBN); Differential Evolution; Differential evolution algorithms; Engineering applications; Pre-mature convergences; Standard normal distributions; Quantum theory,Article
Gawron P.; Lewinski S.,"Gawron, Piotr (10039319900); Lewinski, Stanislaw (6506315321)",Multi-Spectral Image Classification with Quantum Neural Network,2020,International Geoscience and Remote Sensing Symposium (IGARSS),12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101710734&doi=10.1109%2fIGARSS39084.2020.9323065&partnerID=40&md5=77e5625c9dbb8e997a323e81c01623f3,"Processing Earth observation images to obtain land cover classification is an important task allowing to track changes on the Earth's surface resulting from natural processes, human activity, and climate change. The amount of data acquired from Earth observation satellites is very large and their processing takes large amount of computational resources. We investigate application of quantum circuit based neural network classifiers for multi-spectral data classification aimed at obtaining the land cover information. We show a proof-of-concept of our approach. © 2020 IEEE.",land cover classification; multi-spectral imagery; quantum machine learning,Classification (of information); Climate change; Earth (planet); Geology; Image classification; Observatories; Remote sensing; Spectroscopy; Computational resources; Earth observation images; Earth observation satellites; Land cover classification; Land cover informations; Multispectral image classification; Neural network classifier; Quantum neural networks; Neural networks,Conference paper
Li R.; Xu J.; Yuan J.; Li D.,"Li, Rongji (57218209689); Xu, Juan (57194769230); Yuan, Jiabin (12141472900); Li, Dan (56510523200)",An Introduction to Quantum Machine Learning Algorithms,2021,Advances in Intelligent Systems and Computing,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088321463&doi=10.1007%2f978-981-15-3753-0_51&partnerID=40&md5=0fc1ed1638fe55f29104b505c86df7fc,"Machine learning, as a collection of powerful data analytical methods, is widely used in classification, face recognition, nature language processing, etc. However, the efficiency of machine learning algorithms is seriously challenged by big data. Fortunately, it is found that quantum mechanics properties can help overcome this problem. In this paper, we introduce typical ideas and methods of quantum machine learning to show how quantum algorithms improve the performance of machine learning process. These quantum machine learning methods can generally be divided into four categories: the efficient calculation methods of classical distances on a quantum computer, the construction of quantum models, the reformulation of traditional machine learning by a quantum system, and quantum dimensionality reduction algorithms. Finally, the challenges and opportunities of quantum machine learning are discussed. © 2021, Springer Nature Singapore Pte Ltd.",Machine learning; Quantum algorithms; Quantum machine learning,Computer networks; Dimensionality reduction; Face recognition; Learning systems; Quantum computers; Quantum optics; Analytical method; Dimensionality reduction algorithms; Mechanics property; Nature language processing; Quantum algorithms; Quantum machines; Quantum models; Quantum system; Learning algorithms,Conference paper
Adhikary S.; Dangwal S.; Bhowmik D.,"Adhikary, Soumik (57192942763); Dangwal, Siddharth (57214132594); Bhowmik, Debanjan (57209465364)",Supervised learning with a quantum classifier using multi-level systems,2020,Quantum Information Processing,29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078255878&doi=10.1007%2fs11128-020-2587-9&partnerID=40&md5=d98ca588d9a8731c528d63676f7cd7f1,"We propose a quantum classifier, which can classify data under the supervised learning scheme using a quantum feature space. The input feature vectors are encoded in a single quNit (a N-level quantum system), as opposed to more commonly used entangled multi-qubit systems. For training, we use the much used quantum variational algorithm—a hybrid quantum–classical algorithm, in which the forward part of the computation is performed on a quantum hardware, whereas the feedback part is carried out on a classical computer. We introduce “single-shot training”, where all input samples belonging to the same class are used to train the classifier simultaneously. This significantly speeds up the training procedure and provides an advantage over classical machine learning classifiers. We demonstrate successful classification of popular benchmark datasets with our quantum classifier and compare its performance with respect to classical machine learning classifiers. We also show that the number of training parameters in our classifier is significantly less than the classical classifiers. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",Quantum machine learning; Quantum neural networks; Variational algorithm,Benchmarking; Classification (of information); Computer hardware; Quantum entanglement; Quantum optics; Supervised learning; Benchmark datasets; Multi-level systems; Quantum features; Quantum machines; Quantum neural networks; Training parameters; Training procedures; Variational algorithms; Machine learning,Article
Delilbasic A.; Cavallaro G.; Willsch M.; Melgani F.; Riedel M.; Michielsen K.,"Delilbasic, Amer (57679755300); Cavallaro, Gabriele (55636444100); Willsch, Madita (57204856036); Melgani, Farid (35613488300); Riedel, Morris (15770244400); Michielsen, Kristel (7003641072)",QUANTUM SUPPORT VECTOR MACHINE ALGORITHMS FOR REMOTE SENSING DATA CLASSIFICATION,2021,International Geoscience and Remote Sensing Symposium (IGARSS),11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128549787&doi=10.1109%2fIGARSS47720.2021.9554802&partnerID=40&md5=0e0e51f244d9a680b4a1b852d901594d,"Recent developments in Quantum Computing (QC) have paved the way for an enhancement of computing capabilities. Quantum Machine Learning (QML) aims at developing Machine Learning (ML) models specifically designed for quantum computers. The availability of the first quantum processors enabled further research, in particular the exploration of possible practical applications of QML algorithms. In this work, quantum formulations of the Support Vector Machine (SVM) are presented. Then, their implementation using existing quantum technologies is discussed and Remote Sensing (RS) image classification is considered for evaluation. © 2021 IEEE",classification; quantum annealing; quantum circuit model; quantum computing; quantum machine learning; remote sensing; support vector machine,Circuit simulation; Quantum computers; Quantum optics; Remote sensing; Timing circuits; Circuit modeling; Quantum annealing; Quantum circuit; Quantum circuit model; Quantum Computing; Quantum machine learning; Quantum machines; Remote-sensing; Support vector machines algorithms; Support vectors machine; Support vector machines,Conference paper
Kerenidis I.; Luongo A.,"Kerenidis, Iordanis (6506210561); Luongo, Alessandro (57217781952)",Classification of the mnist data set with quantum slow feature analysis,2020,Physical Review A,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087587161&doi=10.1103%2fPhysRevA.101.062327&partnerID=40&md5=e025a33e11e8744d6aae1f29c7273d09,"Quantum machine learning is a research discipline intersecting quantum algorithms and machine learning. While a number of quantum algorithms with potential speedups have been proposed, it is quite difficult to provide evidence that quantum computers will be useful in solving real-world problems. Our work makes progress towards this goal. In this work we design quantum algorithms for dimensionality reduction and for classification and combine them to provide a quantum classifier that we test on the MNIST data set of handwritten digits. We simulate the quantum classifier, including errors in the quantum procedures, and show that it can provide classification accuracy of 98.5%. The running time of the quantum classifier is only polylogarithmic in the dimension and number of data points. Furthermore, we provide evidence that the other parameters on which the running time depends scale favorably, ascertaining the efficiency of our algorithm. © 2020 American Physical Society.",,Character recognition; Dimensionality reduction; Quantum computers; Quantum theory; Statistical tests; Classification accuracy; Handwritten digit; Number of datum; Polylogarithmic; Quantum algorithms; Quantum machines; Real-world problem; Slow feature analysis; Classification (of information),Article
Benlamine K.; Bennani Y.; Zaiou A.; Hibti M.; Matei B.; Grozavu N.,"Benlamine, Kaoutar (57205688564); Bennani, Younès (7006601588); Zaiou, Ahmed (57212535843); Hibti, Mohamed (57191846671); Matei, Basarab (56294270400); Grozavu, Nistor (35145763700)",Distance estimation for quantum prototypes based clustering,2019,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076964928&doi=10.1007%2f978-3-030-36718-3_47&partnerID=40&md5=2f12c3d92bfc3e2be509647fa12f239e,"Quantum machine learning is a new area of research with the recent work on quantum versions of supervised and unsupervised algorithms. In recent years, many quantum machine learning algorithms have been proposed providing a speed-up over the classical algorithms. In this paper, we propose an analysis and a comparison of three quantum distances for protoptypes-based clustering techniques. As an application of this work, we present a quantum K-means version which gives a good classification just like its classical version, the difference resides in the complexity: while the classical version of K-means takes polynomial time, the quantum version takes only logarithmic time especially in large datasets. Finally, we validate the benefits of the proposed approach by performing a series of empirical evaluations regarding the quantum distance estimation and its behavior versus the stability of finding the nearest centers in the right order. © Springer Nature Switzerland AG 2019.",K-means; Prototypes based clustering; Quantum machine learning; Unsupervised learning,Classification (of information); K-means clustering; Large dataset; Machine learning; Polynomial approximation; Unsupervised learning; Based clustering; Distance estimation; Empirical evaluations; K-means; Logarithmic time; Quantum distances; Quantum machines; Unsupervised algorithms; Learning algorithms,Conference paper
